TRANSCRIPT_TEXT,REVIEW_DATE,BRANCH_NUMBER,REGION_NUMBER,CUSTOMER_ID
"Terrible experience accessing my safety deposit box at Bank Corp. Appointment system is a joke — weeks to schedule, then long waits and rude, untrained staff who couldn't locate keys or paperwork. Bureaucratic demands for obscure ID, hidden fees, and only limited hours make access near-impossible. I felt they prioritized policies over customers. I will close my account and never recommend.",2025-06-23,16,6,632
"I had an awful experience at a Bank Corp branch. The teller was rude, dismissive, and clearly untrained — she bungled a simple deposit, provided no explanation, and offered no apology. Waiting was long despite few customers, and the manager was uninterested. This level of unprofessionalism at a retail branch is unacceptable. I will be closing my account.",2025-07-17,16,2,640
"Visitei a agência Bank Corp e usei o drive-thru. Esperei um pouco mais do que esperava, cerca de 10–15 minutos, mas o atendimento foi cordial e eficiente quando chegou minha vez. A equipe explicou tudo com calma e resolveu meu depósito rapidamente. Podem melhorar a agilidade nos horários de pico, mas no geral saí satisfeito.",2025-08-19,38,6,597
"Every visit to Bank Corp's local branch is outstanding thanks to their tellers. They are professional, courteous, and highly knowledgeable — quickly processing transactions, explaining options clearly, and resolving questions with patience. The service is efficient yet personalized, making banking easy and pleasant. I always leave confident my accounts are in great hands. Highly recommend Bank Corp’s in-branch team!",2025-07-12,8,4,379
"Mein Besuch in einer Bank Corp‑Filiale war insgesamt zufriedenstellend. Der Berater wirkte professionell und kompetent, erklärte Produkte verständlich und beantwortete Fragen geduldig. Die Abwicklung verlief überwiegend zügig, auch wenn die Wartezeit etwas länger war. Informationen zu Konditionen und Fristen wurden transparent vermittelt. Insgesamt hinterließ die Beratung einen sachlichen und verlässlichen Eindruck.",2025-09-05,41,6,446
"Visité la sucursal de Bank Corp y la experiencia fue decepcionante. El área de atención está descuidada: sillas rotas, iluminación deficiente y baños sucios. El cajero automático no funcionaba y había pocas señales claras para las filas, lo que generó confusión y largas esperas. Además, la accesibilidad para personas con movilidad reducida es insuficiente. Espero que mejoren el mantenimiento y la organización, porque así no inspiran confianza.",2025-06-13,36,4,22
"Tuve una buena experiencia en la sucursal de Bank Corp. La cajera fue profesional, atenta y explicó con claridad las opciones para mi cuenta. Se tomó el tiempo para resolver mis dudas y manejar la transacción sin errores. El único punto a mejorar fue la espera de unos minutos, pero el servicio compensó la espera. Salí satisfecho y volvería por la buena atención al cliente.",2025-07-04,47,6,515
"Mon expérience chez Bank Corp a été décevante. Le conseiller manquait de professionnalisme : rendez-vous souvent retardés, explications confuses sur les produits et aucun suivi après nos échanges. Malgré une agence correcte, on se sent pressé plutôt qu'écouté, et des informations contradictoires ont mis en doute leurs compétences. Espérons une meilleure formation et communication ; pour l'instant je ne recommanderais pas leurs services.",2025-07-03,50,2,483
"Absolut enttäuschend: Mein Besuch bei Bank Corp war geprägt von unprofessionellem Verhalten am Schalter. Die Mitarbeiterin war unfreundlich, desinteressiert und schlecht geschult. Lange Wartezeit, fehlerhafte Bearbeitung meiner Überweisung und keinerlei Entschuldigung oder Hilfe, als der Fehler auftrat. So ein Verhalten ist inakzeptabel — ich werde mein Konto schließen und kann diese Filiale niemandem empfehlen.",2025-09-07,36,1,109
"Ich war kürzlich in einer Filiale von Bank Corp. Der Berater war pünktlich, professionell und kannte sich mit den Produkten aus. Die Beratung war sachlich und transparent; alle Konditionen wurden erklärt. Die Bearbeitungszeit war in Ordnung, allerdings waren die Wartezeiten im Warteraum etwas länger als erwartet. Insgesamt hinterließ der Termin einen kompetenten und zuverlässigen Eindruck, ohne besondere Hervorhebungen.",2025-09-06,34,3,581
"I visited my local Bank Corp branch yesterday and was impressed by how short the wait time was. I arrived during a busy hour but was helped within minutes. The staff were friendly, organized, and service was efficient — I was in and out quickly with everything completed. Comfortable seating and clear queue updates made the experience stress-free. Highly recommend for fast in-branch service!",2025-07-10,35,6,286
"Tuve una experiencia algo positiva al acceder a la caja de seguridad en una sucursal de Bank Corp. El personal fue atento y las instalaciones se ven seguras; el proceso de verificación fue claro aunque algo lento por papeleo y horarios estrictos. Me gustó la privacidad y las medidas de seguridad, pero recomiendo mejorar la coordinación de citas para reducir la espera. En general, volvería por la confianza que transmite la sucursal.",2025-07-22,5,6,472
"Ich nutze seit kurzem ein Bankschließfach bei Bank Corp. Der Zugang war insgesamt unkompliziert: das Personal am Schalter freundlich und die Sicherheitskontrollen professionell. Die Terminvereinbarung verlief schnell, einzig die Wartezeit beim Betreten des Sicherheitsbereichs war etwas länger als erwartet. Die Räumlichkeiten sind sauber und gut gesichert, was mir ein beruhigendes Gefühl gibt. Insgesamt zufrieden mit Service und Sicherheitsstandard.",2025-08-21,27,2,204
"Très satisfait de ma visite chez Bank Corp. Malgré l'heure de pointe, l'attente à l'intérieur de l'agence a été minime — j'ai été pris en charge en moins de cinq minutes. Personnel efficace et souriant, environnement confortable. Expérience fluide et professionnelle, je recommande vivement cette agence pour des services bancaires rapides et de qualité.",2025-08-23,10,1,676
"Très satisfait(e) de mon expérience d'accès au coffre de sécurité chez Bank Corp. Le processus était simple, le personnel professionnel et discret, horaires flexibles, installation impeccable et très sécurisée. J'ai apprécié la rapidité, les procédures claires et le respect total de la confidentialité. Je recommande vivement Bank Corp pour la location et l'accès à un coffre.",2025-08-05,44,5,432
"Excelente experiencia al acceder a mi caja de seguridad en Bank Corp. El personal fue profesional y amable, la cita puntual y el proceso rápido y seguro. Las instalaciones estaban limpias y el área de bóvedas transmite confianza. Me explicaron todo claramente y me sentí completamente protegido. Sin duda, un servicio eficiente y de alta calidad — lo recomiendo ampliamente.",2025-09-09,33,1,302
"Très satisfait de ma visite chez Bank Corp. Le personnel du guichet était incroyablement professionnel, courtois et efficace. Il a expliqué clairement chaque étape, répondu à toutes mes questions et réglé mon dossier rapidement. L'ambiance en agence était accueillante et le service remarquable. Je recommande vivement Bank Corp pour la qualité et le professionnalisme de ses équipes en agence.",2025-08-19,42,6,440
"Visitei a agência do Bank Corp e fiquei desapontado com as condições das instalações. Sala de espera com cadeiras desconfortáveis e poucas tomadas, ar-condicionado parecia ruim e o ambiente estava mal iluminado. Banheiro sujo e sinalização confusa tornam a experiência estressante. Os funcionários foram educados, mas o local claramente precisa de manutenção e limpeza regulares. Para um banco grande, esperava mais cuidado com o espaço físico.",2025-09-09,14,4,102
"Terrible drive-thru experience at Bank Corp. Waited 30+ minutes with only two cars served ahead, staff moving at a glacial pace and no explanation or apology. Management seemed oblivious; no signage about delays or offer to help inside. Completely unacceptable for a bank — wasted my lunch break and patience. I’ll take my business elsewhere until they fix this.",2025-08-28,49,5,34
Adorei o atendimento no drive-thru do Bank Corp. Cheguei e fui atendido imediatamente — sem filas e com eficiência impressionante. O funcionário foi educado e resolutivo; processo rápido que salvou meu tempo. Recomendo a unidade para quem precisa de serviço bancário ágil e cordial.,2025-08-20,9,5,347
"I visited a Bank Corp branch last week. The wait time inside the branch was a bit longer than I'd hoped—about 20 minutes during mid-afternoon—but the staff were attentive and resolved my issue quickly. The branch was clean and organized, and the teller was friendly and efficient. Overall, not perfect, but a positive experience; I'll return, though I’ll try to avoid peak hours.",2025-08-30,50,4,320
"Die Filiale von Bank Corp ist insgesamt sauber, hell und modern eingerichtet. Die Schalter- und Selbstbedienungsbereiche sind gut strukturiert, das Personal wirkt professionell. Positiv sind auch ausreichende Automaten und barrierefreier Zugang. Einziger kleiner Kritikpunkt: Im Wartebereich könnten mehr Sitzplätze und deutliche Beschilderungen helfen. Insgesamt fühle ich mich hier wohl und komme gern wieder.",2025-08-06,35,2,279
"Visitei a agência da Bank Corp para um depósito e fui atendido por um caixa com pouca atenção e profissionalismo. Atendimento demorado, respostas evasivas e falta de cortesias básicas tornaram a experiência frustrante. O caixa cometeu um erro no comprovante e não se mostrou disponível a corrigir com rapidez. Esperava mais de uma instituição financeira; recomendo melhor treinamento da equipe para tratar clientes com mais eficiência e respeito.",2025-07-26,11,1,40
"I used Bank Corp's drive-thru yesterday. The teller was polite and handled my transaction correctly, but the wait time was longer than I expected — about 10 minutes with two cars ahead. Consider adding staff during peak times to improve efficiency. Overall service was satisfactory despite the delay.",2025-08-20,9,1,2
"J'ai eu une bonne expérience à Bank Corp. Mon conseiller était professionnel, à l'écoute et a expliqué clairement les produits et frais. L'accueil en agence était chaleureux et le rendez-vous respectait l'horaire. J'apprécie le suivi par email après la visite. Quelques formalités ont pris un peu de temps, mais globalement je suis plutôt satisfait et recommanderais Bank Corp pour un accompagnement bancaire sérieux.",2025-08-05,5,2,561
"Terrible experiencia intentando acceder a la caja de seguridad de Bank Corp. Me hicieron esperar horas, el personal fue grosero y evasivo, y al final me negaron el acceso por una política confusa. Instalaciones descuidadas y sin soluciones. No volveré ni recomendaré sus servicios.",2025-08-22,46,5,666
"Visitei a agência da Bank Corp e o tempo de espera dentro da agência foi um pouco longo, mas razoável. Os funcionários foram prestativos, profissionais e resolveram meu atendimento com eficiência. Ambiente organizado e processo claro. Voltaria, só esperaria diminuir um pouco a fila em horários de pico.",2025-08-05,24,1,582
"Expérience très décevante chez Bank Corp. J'ai attendu 45 minutes à l'intérieur de la succursale sans informations ni excuses ; le personnel semblait débordé et peu concerné. Le système d'organisation est chaotique, aucune signalisation claire ni prise en charge. Perte de temps inacceptable pour une banque. Je n'y remettrai plus les pieds.",2025-08-21,40,4,341
"Expérience mitigée avec Bank Corp : le conseiller de l'agence locale manquait de professionnalisme, réponses évasives, a semblé pressé et peu attentif à mes besoins. Temps d'attente long et démarches peu claires; j'ai dû revenir plusieurs fois pour obtenir des documents corrects. Points positifs : agence propre et horaires pratiques, mais le manque de rigueur du personnel m'a déçu. Je cherche une banque plus réactive et transparente.",2025-08-09,32,4,504
"Experiência péssima no drive-thru do Bank Corp. Esperei mais de 25 minutos com o carro parado, sem explicação ou desculpas da equipe. Falta de organização e desprezo pelo tempo do cliente. Funcionários aparentemente despreparados e sem supervisão. Atendimento lento e ineficiente — não volto e não recomendo.",2025-07-18,41,2,216
"La espera dentro de la sucursal fue razonable; tuve que esperar alrededor de 15 minutos antes de ser atendido. El personal fue atento y eficiente una vez iniciado el servicio, aunque la fila avanzó lentamente. El espacio de espera estaba limpio y con asientos suficientes. En general la experiencia fue aceptable, pero podría mejorar la rapidez en horas de mayor afluencia.",2025-07-24,14,1,645
"L'agence est généralement propre et bien entretenue, avec un agencement lumineux et du mobilier confortable. Les distributeurs et toilettes sont soignés et l'entretien semble régulier. En revanche la signalisation pour les services pourrait être plus claire et l'espace d'attente devient étroit aux heures de pointe. Globalement une bonne impression, quelques petits ajustements rendraient l'expérience encore meilleure.",2025-06-22,41,2,185
"Visité une agence Bank Corp la semaine dernière. L'accueil était poli, mais les conditions de l'établissement laissent à désirer : salle d'attente mal entretenue, chaises abîmées, climatisation défaillante et toilettes sales. L'ATM était hors service et la signalisation confuse. Difficultés d'accessibilité pour poussettes et personnes à mobilité réduite. Espère une amélioration rapide, car cela nuit à la confiance.",2025-06-30,33,5,15
"Expérience décevante chez Bank Corp. La guichetière semblait pressée, peu professionnelle et peu attentive à ma demande. Temps d'attente long malgré peu de clients, erreurs dans les documents et aucune explication claire. J'ai dû revenir pour corriger une opération. Service au comptoir à améliorer : politesse et compétence insuffisantes pour conserver ma confiance.",2025-07-27,15,2,155
"La atención en Bank Corp fue profesional; el asesor conocía los productos y explicó opciones claramente. Hubo puntualidad en la cita y el trámite se completó sin contratiempos. Sin embargo, esperaba más proactividad en ofrecer alternativas personalizadas y la comunicación de seguimientos podría mejorar. En general, experiencia correcta, recomendable con reservas.",2025-09-03,19,2,439
"Tive uma experiência positiva na agência do Bank Corp. O assessor foi profissional, atencioso e explicou claramente as opções de conta e investimentos. A equipe mostrou conhecimento e solucionou minhas dúvidas com paciência. O atendimento presencial foi eficiente, embora a espera pudesse ser um pouco menor em horários de pico. No geral, recomendo pelo bom serviço e pela postura profissional dos funcionários.",2025-06-24,21,5,65
"Der/die Schaltermitarbeiter/in in der Bank Corp-Filiale wirkte fachkundig und professionell. Mein Anliegen wurde zügig bearbeitet und die Auskünfte waren sachlich und verständlich, wenn auch knapp. Keine besonderen Extras, aber eine zuverlässige und routinierte Abwicklung. Insgesamt eine neutrale, ordentliche Erfahrung.",2025-07-29,28,4,147
"Expérience exécrable au drive de Bank Corp. J'ai attendu plus de 20 minutes sans aucune communication ni excuse — le personnel semblait indifférent. Pour une banque avec des agences de détail, c'est inacceptable et irrespectueux envers les clients. Service lent, mal organisé, je ne reviendrai pas et déconseille fortement.",2025-08-26,3,5,275
"I had an outstanding experience at Bank Corp today. The teller was professional, friendly, and extremely efficient—answered all my questions, explained fees clearly, and completed my transaction promptly. They made a potentially stressful process effortless and exceeded my expectations. Exceptional service; I'll definitely return.",2025-08-19,12,1,653
"I had an outstanding experience with my advisor at Bank Corp. They were professional, highly knowledgeable, and took the time to explain options clearly. Their attention to detail, proactive guidance, and timely follow-up made complex decisions feel manageable. Friendly, efficient, and trustworthy—this banker exceeded my expectations and made banking simple. I highly recommend them to anyone seeking expert, professional service.",2025-07-19,36,1,643
"I visited Bank Corp to access my safety deposit box. The process required an appointment, photo ID, and signature verification; staff handled the steps efficiently. The vault area was secure and clean, though limited weekend hours made scheduling inconvenient. Fees and policies were explained clearly. Overall the experience was straightforward and professional, with room for improved appointment flexibility.",2025-08-31,9,4,449
"J'ai eu une expérience globalement positive au guichet de Bank Corp en agence. Le personnel au guichet était professionnel, efficace et patient, expliquant clairement chaque étape et répondant à mes questions. L'attente était raisonnable et le service personnalisé m'a mis en confiance. Petit point à améliorer : une meilleure signalisation des files serait bienvenue.",2025-07-15,2,3,207
"Excelente experiencia en Bank Corp. La cajera de la sucursal fue extremadamente profesional, eficiente y amable. Me explicó con claridad todas las opciones, resolvió mis dudas rápidamente y manejó la transacción con precisión. Me sentí valorado y confiado. Sin duda volveré por su atención tan competente.",2025-06-27,43,6,289
"Mon expérience dans une agence Bank Corp s'est déroulée de manière neutre et satisfaisante. Le/la guichetier(ère) a fait preuve de professionnalisme: accueil poli, explications claires des opérations et respect des procédures. La transaction a été traitée efficacement, sans erreurs visibles, et les délais d'attente étaient raisonnables. Rien d'extraordinaire, mais le service était conforme à mes attentes.",2025-06-25,4,6,184
"La atención del cajero fue profesional y cortés. Explicó los procedimientos con claridad y resolvió mi gestión sin errores. La espera fue algo prolongada, pero el trato compensó la demora. En general una experiencia correcta; sugeriría agilizar los tiempos de fila.",2025-08-12,33,1,502
"Avoid Bank Corp. I went to the branch for a simple deposit and ended up waiting over an hour with barely any staff attention. Lines were slow, only one teller working, and employees seemed indifferent. This wait time inside the branch was unacceptable and a complete waste of my time. I won't be coming back unless they drastically improve staffing and customer service.",2025-07-29,41,2,343
"Experiência péssima com um gerente na agência da Bank Corp. Atendimento desleixado, sem atenção, informações contraditórias e erros em documentos. O assessor mostrou desconhecimento dos produtos, foi impaciente e nada proativo para resolver problemas. Perdi tempo e paciência; não recomendo — falta profissionalismo e respeito com clientes.",2025-08-18,10,4,58
"Visité una sucursal de Bank Corp y la atención del asesor fue deficiente: actitud fría, falta de profesionalismo y explicaciones confusas. El trámite tardó más de lo esperado y no cumplieron el seguimiento prometido. Cuando pregunté sobre comisiones y opciones, no supieron responder con claridad. Esperaba mayor competencia y cortesía de un banco establecido; la experiencia fue frustrante y me dejó dudas sobre volver.",2025-06-13,3,4,401
"J'utilise souvent le service au guichet drive de Bank Corp et, dans l'ensemble, l'attente est raisonnable. Le personnel est poli et efficace, ce qui compense un délai parfois un peu long aux heures de pointe. Un ajout d'une file dédiée ou d'un employé supplémentaire le matin améliorerait l'expérience. Je recommande pour la commodité, malgré ces petites attentes.",2025-08-17,4,1,668
"J'ai récemment visité une agence Bank Corp. Les locaux sont généralement propres, bien éclairés et faciles d'accès, avec des automates fonctionnels. La salle d'attente est confortable mais quelques sièges commencent à montrer des signes d'usure et la signalisation interne pourrait être plus visible. Le personnel est accueillant et le service rapide, ce qui compense ces petits détails. Dans l'ensemble, conditions satisfaisantes, mais une rénovation légère améliorerait l'expérience.",2025-08-11,34,4,663
"I had an excellent experience at Bank Corp. My banker was exceptionally professional, attentive, and knowledgeable. They explained options clearly, answered all my questions, and helped set up accounts and a financial plan tailored to my needs. The branch was welcoming and efficient — service was prompt and personalized. I left feeling confident and well cared for. Highly recommend Bank Corp for anyone seeking professional, friendly banking advice.",2025-07-03,22,4,361
"I recently visited Bank Corp to access my security deposit box and was extremely impressed. The appointment was easy to schedule, the front-line staff were professional and courteous, and the vault area was spotless, secure, and private. The check-in and ID process was quick, and I left feeling confident my valuables are safe. Outstanding service — highly recommend Bank Corp.",2025-08-31,13,5,113
"I visited the Bank Corp branch on Main Street. The lobby was generally clean and well-lit, with clear signage and a functioning wheelchair ramp. Seating was limited during peak times and one of the public restrooms appeared in need of minor repairs (loose soap dispenser). Temperature control was inconsistent; it felt warm near the windows. Staff kept the area tidy. Overall the facility is adequate, but improving seating and restroom maintenance would enhance the customer experience.",2025-07-30,46,1,174
"Die Beratung bei Bank Corp entsprach leider nicht meinen Erwartungen. Der Berater wirkte unvorbereitet, gab widersprüchliche Informationen und ging kaum auf meine Fragen zu Gebühren und Produkten ein. Termine wurden verschoben, Nachfragen blieben teilweise unbeantwortet. Insgesamt fehlte mir Professionalität und klare Kommunikation. Ich hoffe auf Verbesserungen, sehe mich aber nach alternativen Anbietern um.",2025-07-13,30,4,572
"A espera dentro da agência do Bank Corp foi um pouco longa, cerca de vinte minutos, mas o atendimento compensou. Os funcionários foram atenciosos e resolveram meu problema com eficiência. Ambiente limpo e organizado. Voltarei, mas espero que o tempo de espera melhore.",2025-08-31,37,3,317
"Tuve una experiencia excelente al acceder a la caja de seguridad en la sucursal de Bank Corp. Reservé cita en línea, el personal fue muy amable y profesional, y las instalaciones estaban limpias y seguras. Me explicaron todo con claridad, el acceso fue rápido y totalmente confidencial. Me sentí tranquilo y bien atendido; sin duda recomiendo este servicio a quien necesite seguridad y eficiencia.",2025-07-21,29,5,566
"Usei a caixa de segurança do Bank Corp recentemente. A agência é bem segura e o processo de identificação foi rigoroso — me senti tranquilo. Os funcionários foram atenciosos e prestativos. Só achei o horário de atendimento limitado e esperei alguns minutos, mas no geral foi uma experiência positiva e confiável.",2025-08-20,25,4,109
"La espera dentro de la sucursal de Bank Corp fue razonable, no tuve que esperar demasiado. El personal fue atento y eficiente, lo que compensó cualquier demora. Me atendieron con profesionalismo y resolvieron mis dudas rápidamente. Sólo sugiero un letrero con tiempos estimados, pero en general salí satisfecho y volvería.",2025-08-06,51,4,559
"Ich war kürzlich in einer Bank Corp-Filiale und war enttäuscht von der Professionalität der Mitarbeiterin am Schalter. Die Bedienung wirkte genervt, gab nur knappe Auskünfte und erklärte Abläufe nicht nachvollziehbar. Auf Rückfragen reagierte sie ungeduldig, und der Vorgang zog sich unnötig in die Länge. Insgesamt erwarte ich bei einer Bank mehr Freundlichkeit und klare Informationen.",2025-06-26,28,6,358
"I visited my local Bank Corp branch and waited about 20 minutes before being helped. Staff were professional and helpful once called, but the queue moved slowly during peak hours. Adding another teller or improving queue management would reduce wait times. Overall acceptable, but service efficiency could be improved.",2025-07-11,14,2,17
Terrible experiencia en Bank Corp. Esperé 25 minutos en el drive-thru mientras el personal charlaba y atendía mal a otros clientes. Ineficientes y sin sentido de urgencia; inaceptable para un banco. No volveré y no lo recomiendo.,2025-08-23,2,6,20
"Les agences Bank Corp sont impeccables : locaux modernes, propres et bien entretenus. L'accueil se fait dans un espace confortable, lumineux et climatisé, avec des sièges suffisants et une confidentialité appréciable pour les entretiens. L'accès pour personnes à mobilité réduite et le parking facilitent les visites. Je suis très satisfait de la qualité des installations — un environnement agréable et professionnel.",2025-09-12,5,3,145
"Mi experiencia en las sucursales de Bank Corp fue muy mala. El asesor mostró falta total de profesionalismo: llegó tarde, fue grosero, me dio información contradictoria y no resolvió nada. No hubo seguimiento ni respuestas claras, solo trámites interminables y desinterés. Perder tiempo y dinero por este servicio es inaceptable. No recomiendo Bank Corp para servicios bancarios; buscaré otra entidad más seria.",2025-06-22,49,3,469
"Minha experiência ao acessar o cofre (caixa de segurança) no Bank Corp foi boa, com atendimento cordial e ambiente seguro. A entrada foi rápida e as instalações bem conservadas. Só achei o horário de atendimento um pouco restrito, o que exigiu agendamento. No geral senti confiança e voltaria quando necessário.",2025-09-05,31,2,635
"Mi experiencia con Bank Corp para acceder a mi caja de seguridad fue horrenda. Me hicieron esperar más de una hora, el personal fue grosero y los trámites interminables; además extraviaron la llave y me cobraron una tarifa ridícula por arreglos. La sucursal no respondió a mis quejas y me dejaron sin acceso a documentos importantes. Servicio inaceptable, poco profesional y completamente inseguro. No volveré ni lo recomiendo.",2025-07-02,12,2,46
"J'ai visité le drive-thru de Bank Corp. L'attente a été plus longue que prévu, surtout aux heures de pointe, mais le personnel est resté professionnel et les opérations ont été traitées correctement. Un ajustement du flux au drive pourrait réduire les délais. Expérience globalement neutre et acceptable.",2025-06-14,10,5,189
"I visited Bank Corp's downtown branch last week. The lobby was clean, bright, and well-organized, with comfortable seating and clear signage to guide customers. The ATMs and teller counters looked modern and well-maintained. I did notice the restroom could use a deeper clean and the parking lot has a few potholes, but staff kept things running smoothly. Overall a pleasant environment for banking.",2025-09-01,9,6,119
"Horrível experiência na agência do Bank Corp. Esperei mais de 45 minutos sem ser chamado, funcionários indiferentes, falta de organização e nenhuma explicação. Serviço ineficiente e desrespeitoso com o tempo dos clientes. Não recomendo e não voltarei.",2025-06-29,35,2,445
"Mon expérience avec Bank Corp a été décevante. À la succursale locale, le conseiller semblait pressé et manquait de professionnalisme: réponses évasives, informations contradictoires et délais de traitement longs. Le personnel était poli mais peu investi, ce qui rend les démarches frustrantes. Je conseille de vérifier tout par écrit avant de signer.",2025-08-04,19,4,459
"Expérience catastrophique chez Bank Corp. J'ai attendu plus de 45 minutes à l'intérieur sans aucune information ni excuse, l'agence visiblement en sous-effectif. Le personnel semblait indifférent et pressé. Inacceptable pour une banque — je ne recommande pas et je change d'établissement immédiatement.",2025-06-28,1,6,134
"Visité una sucursal de Bank Corp. Las instalaciones están en general bien mantenidas: pisos limpios, iluminación adecuada y aire acondicionado funcionando. La sala de espera tiene asientos suficientes y los cajeros automáticos operativos. La señalización es clara y la accesibilidad para personas con movilidad reducida está presente, aunque el baño podría estar más limpio. En general, condición aceptable con pequeños detalles por mejorar.",2025-07-31,49,6,472
"Mein kürzlicher Besuch in einer Bank Corp-Filiale war enttäuschend. Die Schalterkraft wirkte unerfahren und konnte einfache Fragen zu Überweisungen und Gebühren nicht klar beantworten. Lange Wartezeit, unaufmerksame Beratung und kleinere Fehler bei Dokumenten. Erwartete professionelleren Service von Bank Corp. Hoffe auf bessere Schulung des Personals.",2025-06-29,32,6,638
"Die Filiale von Bank Corp ist insgesamt angenehm: sauber, gut beleuchtet und barrierefrei erreichbar. Wartebereiche sind komfortabel und die Ausstattung funktional. Einziger Minuspunkt ist die Klimatisierung, die in Stoßzeiten schwächer wirkt, und einige abgenutzte Sitzplätze. Die Schalterbereiche sind modern und die Beschilderung klar. Insgesamt fühle ich mich willkommen und würde die Filiale weiterempfehlen, wenn kleinere Wartungsarbeiten regelmäßig vorgenommen werden.",2025-06-28,48,1,116
"Absolutamente indignado con Bank Corp. El tiempo de espera en el drive-thru fue ridículo: más de 25 minutos sin explicación, solo una ventanilla abierta y personal visible pero lento. Llegué con prisa y salí perdiendo el día. Atención deficiente y sin disculpas. No vuelvo y no recomiendo este lugar.",2025-09-12,10,3,679
"Experiencia terrible en la sucursal de Bank Corp. La cajera fue grosera, indiferente y mostró falta total de profesionalismo: me atendió con mala actitud, cometió errores en la transacción y no ofreció disculpas ni solución. Hice fila larga y me fui más frustrado que al entrar. No recomiendo esta sucursal hasta que cambien el servicio al cliente; buscaré otro banco.",2025-07-26,48,1,613
"Mi experiencia con Bank Corp en sus sucursales fue excelente. El asesor fue muy profesional, atento y claro; explicó las opciones y resolvió mis dudas con rapidez. Sentí que mis necesidades financieras fueron tomadas en serio y atendidas con honestidad y eficiencia. Las instalaciones son cómodas y el servicio puntual. Recomiendo Bank Corp por su gran experiencia y profesionalismo.",2025-08-20,15,6,91
"Minha experiência na agência do Bank Corp foi deplorável. O gerente foi arrogante, despreparado e deu informações contraditórias sobre meu empréstimo. Perdi tempo com promessas vazias, atendimento lento e sem follow-up. Falta de profissionalismo e transparência. Saí mais confuso e prejudicado. Não recomendo esta agência a ninguém.",2025-07-22,14,1,593
"Meine Erfahrung beim Zugriff auf mein Sicherheitsschließfach bei Bank Corp war enttäuschend. Die Terminvergabe dauerte Wochen, die Filiale hatte wechselnde Öffnungszeiten und vor Ort waren die Mitarbeiter wenig hilfsbereit. Ich musste mehrmals mit Dokumenten zurückkommen und fühlte mich weder gut informiert noch sicher. Für einen bezahlten Service erwarte ich deutlich bessere Organisation und Kommunikation. Würde es so nicht empfehlen.",2025-07-31,14,3,354
"J'ai visité une agence de Bank Corp récemment. Le guichetier était professionnel et compétent, a traité ma demande efficacement mais sans être particulièrement chaleureux. Les explications fournies étaient claires et les procédures respectées. Le service était correct, sans moment marquant ni défaut majeur. Globalement, une expérience fonctionnelle et professionnelle, conforme à ce que j'attendais d'une agence de banque.",2025-07-15,20,4,392
"Die Filiale von Bank Corp ist eine Katastrophe: dreckiger Eingangsbereich, kaputte Sitzgelegenheiten, defekte Klimaanlage und schlechte Beleuchtung. Zugänge sind unzugänglich für Rollstuhlfahrer, Beschilderung fehlt, Geldautomat oft außer Betrieb. Warteschlangen bilden sich wegen zu weniger Schalter, Sicherheits- und Privatsphäre-Mängel. Das Personal wirkt überfordert. In diesem Zustand ist die Filiale unbrauchbar – ich werde woanders hingehen und kann sie niemandem empfehlen.",2025-08-02,39,1,686
"Visitei uma agência do Bank Corp para abrir conta e solicitar assessoria financeira. O gerente foi muito profissional, explicou opções com clareza e demonstrou experiência em soluções para meu perfil. Gostei da cortesia e da atenção aos detalhes. Houve um pequeno atraso no atendimento, mas no conjunto fiquei satisfeito com o serviço. Recomendo para quem busca orientação confiável, com equipe capacitada.",2025-07-19,38,4,596
"Mi experiencia con el asesor de Bank Corp fue profesional y adecuada. El personal demostró conocimientos y respondió a mis preguntas con claridad. Los procesos en la sucursal se realizaron de forma correcta, aunque hubo un tiempo de espera moderado. En general, la atención fue competente y eficiente, sin detalles sobresalientes ni problemas importantes.",2025-07-21,10,2,537
"Visitei a agência do Bank Corp recentemente. As instalações são funcionais e relativamente limpas, com iluminação adequada e cadeiras suficientes na sala de espera. Notei sinais de desgaste em alguns móveis e a sinalização poderia ser mais clara para orientações. A acessibilidade para cadeiras de rodas existe, mas o espaço fica apertado em horários de pico. Em geral, atende às necessidades básicas.",2025-07-01,27,4,25
"Minha experiência com acesso à caixa de segurança na agência do Bank Corp foi frustrante. Marcação difícil, horário reduzido e funcionários pouco informados. Pediram documentos extras na hora e demorei mais de uma hora esperando sem explicações. O sistema parece antiquado e cobram taxas altas sem transparência. Esperava mais eficiência e atenção de um banco grande.",2025-09-12,9,3,104
"Ich bin begeistert von Bank Corps Drive-Thru! Die Wartezeit ist extrem kurz, selbst zur Stoßzeit war ich in wenigen Minuten bedient. Das Personal ist freundlich, kompetent und arbeitet sehr effizient. Einfache Abwicklung von Ein- und Auszahlungen direkt im Auto – perfekt für meinen hektischen Alltag. Vorbildlicher Service, den ich jederzeit weiterempfehle.",2025-09-09,13,6,174
"Ich war kürzlich in einer Filiale von Bank Corp und beeindruckt: Die Wartezeit war minimal, kaum zehn Minuten. Das Personal begrüßte mich freundlich, die Abläufe waren strukturiert und effizient. Sitzgelegenheiten und digitale Anzeige machten das Warten angenehm. Sehr guter Service — so macht Bankgeschäft Spaß! Ich komme gerne wieder.",2025-09-09,48,4,145
